Order ID,Order Date,Category,Sales,Profit,Region
CA-2014-154669,2014-08-08,Office Supplies,423.28,110.0528,West
CA-2014-158029,2014-05-26,Furniture,225.296,22.5296,West
CA-2015-155306,2015-04-17,Office Supplies,5.56,2.224,West
CA-2015-155306,2015-04-17,Technology,323.37,129.348,West
CA-2015-155306,2015-04-17,Technology,783.96,68.5965,West
CA-2015-155306,2015-04-17,Office Supplies,1447.65,419.8185,West
CA-2015-155306,2015-04-17,Office Supplies,11.96,5.8604,West
CA-2016-127775,2016-06-11,Technology,239.97,71.991,East
CA-2016-146171,2016-03-11,Furniture,76.92,31.5372,South
CA-2016-146171,2016-03-11,Office Supplies,481.32,125.1432,South
CA-2014-129574,2014-05-26,Office Supplies,48.4,23.232,West
CA-2017-126536,2017-10-12,Technology,0.99,0.4356,West
CA-2017-126536,2017-10-12,Office Supplies,101.84,36.917,West
CA-2017-165757,2017-06-22,Office Supplies,10.332,-7.5768,East
CA-2017-165757,2017-06-22,Office Supplies,31.155,-23.8855,East
CA-2017-165757,2017-06-22,Office Supplies,8.928,0.6696,East
CA-2017-167752,2017-01-15,Office Supplies,34.384,3.8682,East
CA-2017-167752,2017-01-15,Office Supplies,1924.16,312.676,East
US-2015-122140,2015-04-02,Office Supplies,32.192,-80.48,Central
US-2015-122140,2015-04-02,Technology,50.12,-0.6265,Central
US-2015-122140,2015-04-02,Technology,47.976,1.7991,Central
CA-2016-163986,2016-09-03,Office Supplies,54.5,14.17,Central
CA-2017-158967,2017-12-10,Furniture,19.104,5.7312,South
CA-2016-131576,2016-11-22,Office Supplies,49.44,24.2256,Central
CA-2017-143455,2017-11-11,Office Supplies,10.368,3.6288,East
CA-2016-144729,2016-10-21,Office Supplies,154.44,1.5444,West
CA-2015-127019,2015-12-21,Office Supplies,60.984,4.5738,West
CA-2015-138534,2015-07-17,Furniture,195.466,-13.7976,West
CA-2017-108322,2017-04-30,Furniture,23.68,6.216,South
CA-2017-108322,2017-04-30,Technology,2.376,0.7425,South
CA-2017-167668,2017-05-06,Office Supplies,59.2,29.6,East
CA-2017-146724,2017-11-20,Office Supplies,22.0,9.68,Central
CA-2016-139878,2016-11-11,Technology,257.98,74.8142,Central
US-2016-106677,2016-11-05,Technology,23.988,-15.992,East
CA-2016-116974,2016-10-09,Technology,23.976,-15.5844,East
CA-2015-149972,2015-09-21,Furniture,601.536,0.0,West
CA-2015-149972,2015-09-21,Office Supplies,7.9,2.528,West
US-2014-117744,2014-12-02,Furniture,58.36,-24.803,Central
US-2014-117744,2014-12-02,Office Supplies,16.464,1.4406,Central
US-2014-117744,2014-12-02,Furniture,39.96,-23.976,Central
CA-2014-125514,2014-09-21,Office Supplies,25.96,7.5284,Central
CA-2014-125514,2014-09-21,Office Supplies,36.27,10.881,Central
CA-2014-125514,2014-09-21,Office Supplies,6.48,3.1104,Central
CA-2014-154599,2014-04-12,Technology,1075.088,94.0702,West
CA-2014-154599,2014-04-12,Technology,438.368,38.3572,West
CA-2014-154599,2014-04-12,Office Supplies,18.088,6.5569,West
CA-2014-154599,2014-04-12,Furniture,308.499,-18.147,West
CA-2017-158743,2017-10-20,Office Supplies,13.36,4.1416,South
CA-2017-158743,2017-10-20,Office Supplies,39.96,18.7812,South
CA-2017-158743,2017-10-20,Office Supplies,145.85,70.008,South
CA-2016-153318,2016-10-25,Technology,783.96,78.396,South
US-2015-110163,2015-11-01,Office Supplies,7.88,1.773,West
CA-2017-143329,2017-11-03,Furniture,41.37,17.3754,West
CA-2015-159380,2015-05-12,Office Supplies,12.84,5.778,West
CA-2015-159380,2015-05-12,Office Supplies,25.68,11.556,West
CA-2015-122623,2015-09-07,Furniture,47.516,-2.0364,Central
CA-2015-148635,2015-07-25,Office Supplies,9.42,0.471,West
CA-2015-148635,2015-07-25,Office Supplies,12.96,6.2208,West
CA-2015-148635,2015-07-25,Furniture,704.9,56.392,West
CA-2015-148635,2015-07-25,Furniture,561.568,28.0784,West
CA-2015-135685,2015-11-16,Office Supplies,179.82,84.5154,Central
CA-2015-135685,2015-11-16,Furniture,185.58,76.0878,Central
CA-2015-135685,2015-11-16,Furniture,214.11,36.3987,Central
CA-2015-135685,2015-11-16,Technology,999.96,229.9908,Central
CA-2015-135685,2015-11-16,Furniture,653.55,111.1035,Central
CA-2015-104626,2015-09-01,Office Supplies,114.6,51.57,East
CA-2015-104626,2015-09-01,Furniture,60.74,15.185,East
CA-2015-104626,2015-09-01,Furniture,124.36,27.3592,East
CA-2015-104626,2015-09-01,Office Supplies,1088.76,315.7404,East
CA-2016-160500,2016-05-05,Office Supplies,6.72,2.352,West
CA-2016-160500,2016-05-05,Furniture,298.776,7.4694,West
CA-2017-100202,2016-12-31,Technology,302.376,22.6782,West
CA-2017-131016,2017-09-18,Office Supplies,8.928,0.558,Central
CA-2017-131016,2017-09-18,Office Supplies,47.584,-2.974,Central
US-2014-112914,2014-09-25,Office Supplies,33.792,10.56,Central
US-2014-112914,2014-09-25,Furniture,300.5328,-97.2312,Central
US-2014-112914,2014-09-25,Office Supplies,2.724,-4.3584,Central
US-2014-112914,2014-09-25,Office Supplies,3.264,1.1016,Central
CA-2016-124149,2016-04-23,Office Supplies,108.336,37.9176,East
CA-2016-124149,2016-04-23,Office Supplies,55.92,6.291,East
CA-2016-124149,2016-04-23,Office Supplies,78.304,29.364,East
CA-2014-148915,2014-11-01,Office Supplies,443.92,-94.333,West
CA-2014-148915,2014-11-01,Technology,155.976,54.5916,West
CA-2017-134649,2017-01-26,Office Supplies,15.47,4.1769,South
CA-2017-134649,2017-01-26,Office Supplies,7.16,3.4368,South
CA-2017-110842,2017-11-11,Office Supplies,10.89,2.8314,West
CA-2017-110842,2017-11-11,Office Supplies,19.44,9.3312,West
CA-2017-110842,2017-11-11,Office Supplies,121.6,39.52,West
CA-2016-147368,2016-06-09,Technology,695.7,-27.828,South
US-2015-104185,2015-09-03,Office Supplies,120.33,31.2858,East
US-2014-125521,2014-03-14,Furniture,1139.92,284.98,South
US-2017-135062,2017-08-31,Office Supplies,229.544,83.2097,South
CA-2017-135650,2017-03-23,Office Supplies,143.728,-32.3388,Central
CA-2017-112865,2017-05-18,Technology,36.048,-0.9012,East
US-2016-162852,2016-12-27,Furniture,845.488,-12.0784,Central
CA-2017-138163,2017-11-17,Office Supplies,50.94,14.2632,East
CA-2017-152093,2017-09-10,Office Supplies,762.594,-1143.891,Central
CA-2017-157854,2017-04-08,Furniture,56.28,15.7584,South
CA-2017-157854,2017-04-08,Office Supplies,2690.97,1264.7559,South
CA-2016-123617,2016-11-28,Office Supplies,7.434,-5.6994,South
US-2016-128293,2016-06-02,Office Supplies,64.784,-12.9568,East
CA-2017-107342,2017-12-17,Office Supplies,28.16,13.2352,Central
CA-2016-136371,2016-03-19,Furniture,14.98,6.8908,East
CA-2016-136371,2016-03-19,Furniture,20.32,6.9088,East
CA-2017-137344,2017-08-20,Office Supplies,40.29,10.4754,East
CA-2017-169810,2017-07-25,Office Supplies,20.23,9.5081,Central
CA-2016-128594,2016-08-26,Furniture,1603.136,100.196,West
CA-2016-154690,2016-08-15,Furniture,225.296,22.5296,South
CA-2017-138975,2017-05-19,Technology,67.8,4.068,South
CA-2017-138975,2017-05-19,Technology,377.97,98.2722,South
CA-2017-138975,2017-05-19,Furniture,1628.82,374.6286,South
CA-2017-138975,2017-05-19,Office Supplies,286.93,140.5957,South
CA-2017-106537,2017-08-12,Office Supplies,20.736,7.2576,South
US-2017-103828,2017-08-13,Office Supplies,31.44,8.4888,West
US-2017-103828,2017-08-13,Office Supplies,83.79,22.6233,West
US-2017-103828,2017-08-13,Office Supplies,59.52,15.4752,West
US-2017-103828,2017-08-13,Office Supplies,31.92,9.2568,West
CA-2016-115588,2016-11-10,Office Supplies,14.72,-3.312,East
CA-2016-115588,2016-11-10,Office Supplies,38.976,-2.436,East
CA-2017-143861,2017-06-12,Furniture,17.088,1.068,South
CA-2014-148040,2014-03-22,Office Supplies,74.352,23.235,West
CA-2014-148040,2014-03-22,Furniture,314.352,-35.3646,West
CA-2017-135167,2017-06-15,Office Supplies,4.26,1.7466,West
CA-2017-137022,2017-11-16,Office Supplies,811.28,24.3384,West
US-2017-102638,2017-12-29,Office Supplies,6.03,2.9547,East
US-2016-167339,2016-01-21,Furniture,153.568,-5.7588,West
US-2016-167339,2016-01-21,Furniture,1013.488,76.0116,West
CA-2016-152072,2016-01-15,Office Supplies,52.34,24.5998,East
CA-2016-152072,2016-01-15,Office Supplies,4.66,1.3514,East
CA-2016-152072,2016-01-15,Technology,254.97,91.7892,East
CA-2016-102932,2016-09-19,Office Supplies,25.44,12.72,East
CA-2016-102932,2016-09-19,Office Supplies,27.93,8.0997,East
CA-2014-165540,2014-02-21,Office Supplies,8.85,-13.7175,Central
CA-2016-130799,2016-11-11,Furniture,6.96,2.2272,West
CA-2016-164483,2016-01-30,Office Supplies,17.456,5.8914,West
US-2016-159856,2016-10-18,Furniture,307.92,-34.641,West
CA-2017-102099,2017-12-18,Office Supplies,6.63,1.7901,West
CA-2017-102099,2017-12-18,Office Supplies,12.96,6.2208,West
CA-2017-102099,2017-12-18,Office Supplies,32.4,15.552,West
CA-2017-164049,2017-11-02,Office Supplies,23.85,10.7325,West
CA-2014-142727,2014-04-29,Furniture,51.96,12.99,South
CA-2014-142727,2014-04-29,Office Supplies,17.94,8.6112,South
CA-2017-139913,2017-10-23,Office Supplies,11.56,5.6644,East
CA-2017-139913,2017-10-23,Office Supplies,26.4,11.88,East
CA-2017-139913,2017-10-23,Furniture,69.08,29.0136,East
CA-2017-139913,2017-10-23,Technology,35.88,10.0464,East
CA-2014-169033,2014-03-30,Office Supplies,49.65,20.853,East
US-2016-164630,2016-01-04,Technology,959.968,119.996,South
US-2015-114839,2015-04-26,Furniture,408.422,-5.8346,Central
CA-2015-166464,2015-09-12,Technology,479.984,59.998,East
CA-2015-166464,2015-09-12,Office Supplies,12.6,6.048,East
CA-2017-124898,2017-09-11,Office Supplies,184.66,84.9436,South
CA-2016-164035,2016-06-12,Office Supplies,23.12,8.381,Central
CA-2016-153577,2016-06-27,Office Supplies,37.464,12.1758,Central
CA-2016-153577,2016-06-27,Furniture,539.658,-7.7094,Central
CA-2014-127586,2014-09-26,Office Supplies,310.12,80.6312,West
CA-2017-121615,2017-11-03,Office Supplies,8.56,3.852,Central
CA-2017-121615,2017-11-03,Office Supplies,52.4,14.148,Central
CA-2017-121615,2017-11-03,Office Supplies,14.94,6.8724,Central
CA-2017-166415,2017-02-19,Office Supplies,11.22,0.2244,West
CA-2015-118444,2015-11-05,Office Supplies,387.136,24.196,South
CA-2014-113929,2014-06-16,Office Supplies,41.4,19.458,East
CA-2014-113929,2014-06-16,Office Supplies,35.0,10.5,East
CA-2014-113929,2014-06-16,Office Supplies,39.552,14.3376,East
CA-2015-134747,2015-10-12,Technology,135.72,35.2872,Central
CA-2015-134747,2015-10-12,Office Supplies,12.56,5.652,Central
CA-2015-134747,2015-10-12,Technology,263.96,71.2692,Central
CA-2017-155047,2017-08-27,Office Supplies,5.952,0.372,Central
CA-2016-160129,2016-11-23,Office Supplies,15.8,2.37,East
CA-2016-160129,2016-11-23,Furniture,14.368,3.9512,East
CA-2016-160129,2016-11-23,Furniture,70.448,12.3284,East
CA-2017-164329,2017-01-30,Office Supplies,129.3,6.465,West
US-2015-141453,2015-11-30,Office Supplies,3.882,-5.823,Central
CA-2014-156993,2014-06-28,Office Supplies,6.08,3.04,Central
CA-2014-157721,2014-09-02,Office Supplies,19.9,8.955,East
CA-2014-157721,2014-09-02,Furniture,70.71,4.9497,East
CA-2017-128629,2017-07-10,Furniture,18.84,7.9128,South
CA-2017-158106,2017-06-04,Office Supplies,8.64,2.5056,Central
US-2017-120390,2017-10-19,Office Supplies,1633.188,-1306.5504,South
CA-2017-143434,2017-11-18,Furniture,19.76,8.2992,Central
CA-2015-168564,2015-08-08,Office Supplies,6.608,2.2302,West
CA-2015-168564,2015-08-08,Office Supplies,7.28,2.73,West
CA-2015-168564,2015-08-08,Furniture,144.784,10.8588,West
US-2016-169040,2016-12-06,Technology,156.792,13.7193,West
US-2016-169040,2016-12-06,Technology,431.976,26.9985,West
US-2016-169040,2016-12-06,Office Supplies,35.89,16.1505,West
US-2016-169040,2016-12-06,Office Supplies,47.208,15.3426,West
US-2016-169040,2016-12-06,Office Supplies,248.08,116.5976,West
US-2016-169040,2016-12-06,Office Supplies,189.7,89.159,West
US-2016-169040,2016-12-06,Office Supplies,59.808,19.4376,West
CA-2017-155880,2017-03-25,Furniture,90.99,14.5584,Central
CA-2017-155880,2017-03-25,Furniture,1526.56,427.4368,Central
CA-2017-155880,2017-03-25,Furniture,368.97,40.5867,Central
CA-2017-126242,2017-11-19,Office Supplies,305.01,76.2525,West
CA-2017-126242,2017-11-19,Furniture,18.7,7.106,West
CA-2016-166443,2016-11-04,Furniture,38.29,16.4647,West
CA-2017-169859,2017-12-14,Furniture,26.25,11.025,West
CA-2017-169859,2017-12-14,Office Supplies,64.96,22.736,West
CA-2017-169859,2017-12-14,Office Supplies,43.7,20.539,West
CA-2017-134915,2017-11-12,Technology,41.6,13.0,West
CA-2017-134915,2017-11-12,Office Supplies,23.12,8.381,West
CA-2017-134915,2017-11-12,Furniture,113.888,9.9652,West
CA-2017-134915,2017-11-12,Furniture,113.568,-5.6784,West
CA-2017-134915,2017-11-12,Technology,7.92,0.693,West
CA-2017-134915,2017-11-12,Technology,671.984,50.3988,West
CA-2016-153353,2016-08-18,Technology,39.99,11.5971,East
CA-2017-123638,2017-06-27,Furniture,191.646,31.941,East
CA-2017-168900,2017-05-04,Office Supplies,2.313,-1.9275,East
CA-2015-158456,2015-12-24,Office Supplies,19.936,7.2268,West
CA-2015-158456,2015-12-24,Office Supplies,45.92,21.5824,West
CA-2017-143665,2017-04-26,Office Supplies,20.34,9.3564,West
CA-2017-143665,2017-04-26,Office Supplies,39.28,19.2472,West
CA-2017-137428,2017-12-16,Furniture,81.568,9.1764,West
CA-2017-137428,2017-12-16,Furniture,97.184,6.074,West
CA-2017-137428,2017-12-16,Office Supplies,24.32,8.208,West
CA-2017-137428,2017-12-16,Furniture,18.96,7.584,West
CA-2014-162866,2014-12-27,Furniture,32.952,-19.7712,Central
CA-2014-162866,2014-12-27,Office Supplies,30.016,3.0016,Central
CA-2017-167941,2017-11-06,Office Supplies,499.584,43.7136,South
CA-2017-167941,2017-11-06,Office Supplies,31.104,10.8864,South
CA-2017-167941,2017-11-06,Office Supplies,13.272,-10.6176,South
CA-2017-167941,2017-11-06,Furniture,28.272,6.3612,South
CA-2017-167941,2017-11-06,Office Supplies,259.136,-51.8272,South
CA-2017-111808,2017-12-16,Office Supplies,10.8,5.184,Central
CA-2015-137512,2015-05-07,Furniture,244.006,-31.3722,Central
CA-2015-137512,2015-05-07,Office Supplies,15.936,5.3784,Central
CA-2017-139773,2017-12-04,Furniture,188.552,-2.6936,East
CA-2017-134607,2017-10-03,Office Supplies,22.58,5.8708,East
CA-2014-109232,2014-01-13,Furniture,545.94,87.3504,South
CA-2015-139850,2015-06-12,Office Supplies,20.736,7.2576,East
CA-2015-139850,2015-06-12,Furniture,43.296,4.3296,East
CA-2014-131310,2014-07-12,Furniture,123.136,13.8528,West
CA-2014-131310,2014-07-12,Office Supplies,11.264,3.8016,West
US-2014-112872,2014-12-06,Office Supplies,53.424,4.6746,West
US-2014-112872,2014-12-06,Furniture,275.49,-170.8038,West
CA-2016-139269,2016-05-25,Furniture,24.96,6.24,South
CA-2016-139269,2016-05-25,Office Supplies,19.36,9.2928,South
CA-2016-139269,2016-05-25,Office Supplies,1267.65,152.118,South
CA-2016-139010,2016-02-21,Technology,12.99,0.7794,West
CA-2016-139010,2016-02-21,Office Supplies,18.56,6.496,West
CA-2016-139010,2016-02-21,Office Supplies,449.15,8.983,West
CA-2016-139010,2016-02-21,Office Supplies,31.248,10.9368,West
CA-2016-134376,2016-10-02,Office Supplies,61.44,16.5888,East
CA-2017-147291,2017-03-11,Office Supplies,895.92,421.0824,Central
CA-2016-112893,2016-09-09,Office Supplies,55.36,18.684,West
US-2014-150532,2014-07-14,Office Supplies,55.92,6.291,West
CA-2014-138317,2014-06-21,Office Supplies,24.896,8.4024,East
CA-2014-138317,2014-06-21,Furniture,3.984,0.6474,East
CA-2014-138317,2014-06-21,Technology,95.968,28.7904,East
CA-2014-138317,2014-06-21,Technology,206.991,-172.4925,East
CA-2014-138317,2014-06-21,Office Supplies,44.416,3.8864,East
CA-2014-138317,2014-06-21,Office Supplies,9.006,-7.2048,East
CA-2015-130610,2015-07-05,Office Supplies,19.0,8.93,Central
CA-2017-104381,2017-12-16,Office Supplies,33.376,10.43,East
CA-2016-131499,2016-09-08,Office Supplies,207.48,62.244,East
CA-2014-148761,2014-05-17,Office Supplies,91.68,45.84,Central
CA-2017-116519,2017-10-13,Office Supplies,904.9,253.372,East
CA-2014-130729,2014-10-24,Office Supplies,34.272,11.1384,West
CA-2016-124772,2016-12-05,Furniture,191.82,74.8098,South
CA-2016-115525,2016-07-25,Office Supplies,243.88,27.4365,East
CA-2017-134845,2017-04-17,Office Supplies,12.03,-9.223,West
CA-2017-134845,2017-04-17,Technology,2549.985,-3399.98,West
CA-2017-134845,2017-04-17,Office Supplies,21.594,-15.8356,West
CA-2017-134845,2017-04-17,Office Supplies,8.964,-6.5736,West
CA-2017-134845,2017-04-17,Office Supplies,20.736,7.2576,West
US-2015-138919,2015-09-17,Furniture,344.22,-103.266,East
US-2016-160528,2016-08-23,Office Supplies,727.296,-172.7328,Central
US-2016-160528,2016-08-23,Furniture,22.608,-10.1736,Central
US-2016-160528,2016-08-23,Technology,666.4,-33.32,Central
CA-2015-123568,2015-11-08,Office Supplies,5.04,0.2016,West
CA-2015-123568,2015-11-08,Office Supplies,92.94,41.823,West
CA-2015-123568,2015-11-08,Furniture,66.69,22.0077,West
CA-2015-123568,2015-11-08,Office Supplies,91.68,28.65,West
CA-2017-124674,2017-11-17,Furniture,327.7328,-14.4588,Central
CA-2015-164441,2015-11-08,Office Supplies,52.272,17.6418,East
CA-2015-164441,2015-11-08,Office Supplies,17.94,8.073,East
CA-2017-169054,2017-04-22,Furniture,254.352,0.0,East
CA-2014-106719,2014-08-24,Office Supplies,8.288,2.6936,West
CA-2017-116855,2017-12-17,Furniture,504.9,80.784,South
US-2016-164189,2016-03-24,Technology,403.168,25.198,West
CA-2015-168480,2015-09-21,Furniture,194.32,31.0912,Central
CA-2015-168480,2015-09-21,Office Supplies,25.99,7.5371,Central
US-2016-114293,2016-11-21,Furniture,195.136,-12.196,West
CA-2017-134173,2017-09-16,Office Supplies,20.736,7.2576,East
US-2015-123960,2015-06-11,Technology,53.7,10.203,South
US-2015-123960,2015-06-11,Office Supplies,36.26,16.6796,South
US-2015-123960,2015-06-11,Office Supplies,56.3,15.764,South
US-2015-123960,2015-06-11,Office Supplies,32.4,15.552,South
US-2015-123960,2015-06-11,Furniture,29.16,10.7892,South
CA-2017-101749,2017-10-03,Furniture,171.288,-6.4233,West
US-2016-147991,2016-05-05,Furniture,16.72,3.344,South
CA-2017-149559,2017-09-11,Office Supplies,12.96,6.2208,West
CA-2017-149559,2017-09-11,Office Supplies,22.18,10.8682,West
CA-2017-149559,2017-09-11,Furniture,2054.272,256.784,West
CA-2015-135174,2015-04-30,Technology,1022.97,-255.7425,East
CA-2017-125290,2017-11-06,Office Supplies,13.9,3.614,Central
CA-2017-125290,2017-11-06,Office Supplies,26.38,12.1348,Central
CA-2014-137351,2014-09-30,Office Supplies,43.176,13.4925,West
CA-2017-121419,2017-04-02,Furniture,411.8,70.006,South
CA-2017-121419,2017-04-02,Technology,360.0,129.6,South
US-2017-148054,2017-10-06,Furniture,41.96,2.9372,West
US-2017-148054,2017-10-06,Office Supplies,227.84,66.0736,West
US-2017-148054,2017-10-06,Office Supplies,37.94,18.2112,West
CA-2016-128517,2016-04-09,Technology,517.9,134.654,Central
CA-2016-128517,2016-04-09,Office Supplies,5.28,2.4288,Central
US-2015-100377,2015-08-28,Technology,2799.96,874.9875,Central
CA-2017-131492,2017-10-19,Office Supplies,8.96,4.3008,West
CA-2017-131492,2017-10-19,Office Supplies,31.5,15.12,West
CA-2017-131492,2017-10-19,Furniture,30.56,10.3904,West
CA-2017-131492,2017-10-19,Furniture,24.368,-3.3506,West
CA-2016-144554,2016-11-07,Technology,119.976,22.4955,East
CA-2017-127621,2017-03-03,Office Supplies,26.88,9.744,Central
CA-2015-145184,2015-11-27,Technology,83.97,23.5116,East
CA-2015-145184,2015-11-27,Technology,104.97,7.3479,East
CA-2017-106859,2017-03-13,Office Supplies,90.8,25.424,West
CA-2017-106859,2017-03-13,Technology,140.736,49.2576,West
CA-2017-106859,2017-03-13,Technology,214.95,88.1295,West
CA-2017-106859,2017-03-13,Office Supplies,45.36,21.7728,West
CA-2017-106859,2017-03-13,Office Supplies,288.24,138.3552,West
US-2017-120089,2017-11-30,Office Supplies,663.936,82.992,East
CA-2014-119375,2014-11-17,Office Supplies,2934.33,792.2691,East
CA-2014-119375,2014-11-17,Furniture,124.41,14.9292,East
CA-2014-119375,2014-11-17,Office Supplies,57.75,26.565,East
CA-2016-125206,2016-01-03,Office Supplies,114.46,28.615,West
CA-2015-126137,2015-10-03,Furniture,120.666,18.4548,West
CA-2014-143903,2014-07-20,Office Supplies,342.864,38.5722,Central
CA-2014-143903,2014-07-20,Furniture,16.74,-14.229,Central
CA-2014-143903,2014-07-20,Furniture,981.372,-140.196,Central
CA-2014-104780,2014-05-21,Office Supplies,31.84,10.5072,West
CA-2017-101182,2017-09-04,Office Supplies,12.96,6.2208,West
CA-2017-101182,2017-09-04,Technology,43.176,15.1116,West
US-2017-132297,2017-05-27,Office Supplies,58.34,28.0032,South
US-2017-132297,2017-05-27,Technology,539.97,134.9925,South
CA-2014-100328,2014-01-28,Office Supplies,3.928,1.3257,East
CA-2017-118773,2017-02-09,Office Supplies,252.784,-417.0936,Central
CA-2017-118773,2017-02-09,Technology,127.984,15.998,Central
CA-2017-118773,2017-02-09,Furniture,3.984,-2.6892,Central
CA-2017-118773,2017-02-09,Office Supplies,12.992,-32.48,Central
US-2017-159205,2017-03-31,Furniture,61.0,25.62,South
US-2017-159205,2017-03-31,Technology,671.93,188.1404,South
CA-2016-112123,2016-03-03,Office Supplies,447.86,219.4514,East
CA-2016-112123,2016-03-03,Technology,479.95,129.5865,East
CA-2016-112123,2016-03-03,Office Supplies,166.44,79.8912,East
CA-2015-114468,2015-08-23,Office Supplies,31.68,2.772,Central
CA-2015-114468,2015-08-23,Office Supplies,10.368,3.6288,Central
CA-2015-114468,2015-08-23,Office Supplies,12.032,2.256,Central
CA-2015-114468,2015-08-23,Office Supplies,5.768,-13.5548,Central
CA-2017-135692,2017-04-27,Office Supplies,33.12,11.592,Central
CA-2017-135692,2017-04-27,Furniture,220.2656,-42.1096,Central
CA-2017-131233,2017-04-14,Office Supplies,10.776,3.5022,East
CA-2017-131233,2017-04-14,Furniture,242.352,9.0882,East
CA-2017-119578,2017-12-22,Office Supplies,695.16,34.758,East
CA-2017-119578,2017-12-22,Furniture,220.98,50.8254,East
CA-2016-124562,2016-12-08,Office Supplies,12.957,-9.5018,East
US-2017-140074,2017-03-23,Office Supplies,25.68,11.556,East
CA-2016-103037,2016-07-25,Office Supplies,15.712,5.6956,Central
CA-2017-127460,2017-07-10,Office Supplies,298.464,26.1156,Central
CA-2016-121671,2016-07-17,Office Supplies,21.93,10.0878,Central
CA-2016-121671,2016-07-17,Office Supplies,242.94,4.8588,Central
CA-2016-121671,2016-07-17,Office Supplies,7.64,3.7436,Central
CA-2016-121671,2016-07-17,Office Supplies,51.84,25.4016,Central
CA-2016-121671,2016-07-17,Office Supplies,265.17,47.7306,Central
CA-2016-150350,2016-08-23,Technology,837.6,62.82,West
CA-2016-150350,2016-08-23,Office Supplies,135.9,63.873,West
CA-2016-150350,2016-08-23,Office Supplies,34.68,16.9932,West
CA-2016-150350,2016-08-23,Furniture,532.704,-39.9528,West
CA-2016-150350,2016-08-23,Office Supplies,43.1,11.206,West
CA-2016-150350,2016-08-23,Office Supplies,15.88,0.1588,West
CA-2015-121720,2015-06-11,Furniture,1123.92,-182.637,South
CA-2015-121720,2015-06-11,Technology,249.584,31.198,South
CA-2015-121720,2015-06-11,Furniture,48.672,7.3008,South
CA-2015-121720,2015-06-11,Office Supplies,60.768,7.596,South
CA-2015-121720,2015-06-11,Office Supplies,78.6,-62.88,South
CA-2015-121720,2015-06-11,Office Supplies,3.768,-3.14,South
CA-2015-121720,2015-06-11,Office Supplies,1036.624,51.8312,South
CA-2015-121720,2015-06-11,Office Supplies,563.808,21.1428,South
CA-2017-149895,2017-09-08,Technology,258.528,-47.3968,East
CA-2017-147564,2017-10-02,Office Supplies,49.12,23.0864,East
CA-2014-136399,2014-12-16,Furniture,44.46,14.6718,West
CA-2014-136399,2014-12-16,Furniture,241.568,18.1176,West
CA-2014-136399,2014-12-16,Technology,395.0,39.5,West
CA-2014-136399,2014-12-16,Technology,627.168,70.5564,West
CA-2014-107916,2014-08-24,Furniture,13.28,6.3744,East
CA-2014-107916,2014-08-24,Office Supplies,12.672,4.4352,East
CA-2017-164168,2017-11-12,Office Supplies,30.56,-45.84,Central
CA-2017-164168,2017-11-12,Office Supplies,77.952,-15.5904,Central
CA-2017-164168,2017-11-12,Technology,67.992,8.499,Central
CA-2017-164168,2017-11-12,Office Supplies,12.224,4.4312,Central
CA-2017-164168,2017-11-12,Technology,44.784,-0.5598,Central
CA-2017-164168,2017-11-12,Furniture,22.848,-17.7072,Central
CA-2015-112557,2015-04-25,Office Supplies,206.43,90.8292,East
US-2014-122959,2014-12-12,Office Supplies,210.392,-336.6272,Central
CA-2017-162572,2017-09-25,Technology,119.96,35.988,East
CA-2017-162572,2017-09-25,Office Supplies,10.608,0.9282,East
US-2016-148110,2016-09-05,Furniture,347.802,-24.843,Central
CA-2017-131828,2017-02-11,Furniture,963.136,108.3528,West
CA-2017-131828,2017-02-11,Technology,88.776,7.7679,West
CA-2014-109218,2014-06-30,Office Supplies,32.4,10.368,West
CA-2016-120558,2016-06-07,Office Supplies,32.4,15.552,East
US-2014-109036,2014-12-20,Office Supplies,31.05,14.904,West
CA-2015-147830,2015-12-15,Technology,2025.36,607.608,East
CA-2015-147830,2015-12-15,Technology,1799.994,-2639.9912,East
CA-2015-147830,2015-12-15,Technology,101.988,-16.998,East
CA-2015-147830,2015-12-15,Furniture,262.864,69.0018,East
CA-2017-150497,2017-07-20,Office Supplies,735.98,331.191,Central
CA-2014-128986,2014-08-03,Office Supplies,93.024,33.7212,West
CA-2015-139584,2015-08-24,Furniture,284.364,-75.8304,East
CA-2015-139584,2015-08-24,Technology,26.0,11.7,East
US-2016-162677,2016-03-26,Office Supplies,67.64,5.9185,South
US-2016-162677,2016-03-26,Technology,119.976,-17.9964,South
US-2014-150924,2014-09-12,Office Supplies,5.18,-8.029,Central
CA-2014-153969,2014-09-21,Office Supplies,15.56,7.3132,West
CA-2014-153969,2014-09-21,Office Supplies,78.35,36.8245,West
CA-2014-153969,2014-09-21,Office Supplies,59.52,15.4752,West
CA-2014-153969,2014-09-21,Office Supplies,38.52,17.334,West
CA-2014-153969,2014-09-21,Technology,239.984,23.9984,West
CA-2014-153969,2014-09-21,Office Supplies,19.35,9.4815,West
CA-2016-146682,2016-10-29,Furniture,67.0,32.16,Central
CA-2016-138695,2016-05-28,Furniture,390.272,-24.392,South
CA-2016-138695,2016-05-28,Office Supplies,62.192,19.435,South
CA-2017-107461,2017-12-21,Office Supplies,23.88,11.2236,South
US-2016-133879,2016-03-21,Office Supplies,3.168,-4.752,Central
US-2016-133879,2016-03-21,Furniture,528.43,0.0,Central
